Post ID,Platform,Post Date,Posting Time,Content Type,Reach,Impressions,Likes,Comments,Shares,Saves,Followers Gained,Engagement Rate
POST01257,Facebook,2024-08-31,20:00,Carousel,4740,11810,120,2,2,2,0,2.66
POST01258,Twitter/X,2024-02-28,14:15,Video,12651,30497,555,26,8,6,5,4.7
POST01259,Facebook,2024-11-24,19:15,Video,42389,59098,2041,88,10,31,2,5.12
POST01260,Facebook,2024-01-21,10:24,Carousel,23373,30908,842,29,10,9,8,3.81
POST01261,Twitter/X,2024-02-28,22:46,Image,8831,18775,371,14,2,6,1,4.45
POST01262,Instagram,2024-05-24,22:52,Image,32037,60907,2305,35,32,43,11,7.54
POST01263,Instagram,2024-07-10,16:28,Reel,35673,54475,1295,50,7,29,3,3.87
POST01264,Instagram,2024-09-06,19:20,Video,15507,29340,559,25,5,6,2,3.84
POST01265,Facebook,2024-09-20,18:10,Video,70236,152151,2318,28,17,43,12,3.43
POST01266,Facebook,2024-10-02,20:04,Video,43409,103157,2326,65,34,67,18,5.74
POST01267,Instagram,2024-04-17,06:55,Video,59001,111961,4571,153,23,51,45,8.13
POST01268,Instagram,2024-12-16,03:13,Image,16294,35103,427,17,5,6,2,2.79
POST01269,Facebook,2024-10-02,23:49,Image,11163,27226,506,8,8,9,4,4.76
POST01270,Twitter/X,2024-08-10,02:47,Image,15484,22703,654,23,3,15,5,4.49
POST01271,Facebook,2024-12-17,21:45,Video,41490,96504,2677,128,51,47,13,7.0
POST01272,Instagram,2024-06-18,18:03,Reel,96177,238688,6349,302,52,161,7,7.14
POST01273,LinkedIn,2024-04-01,17:04,Video,25452,31013,1703,72,12,42,8,7.19
POST01274,Instagram,2024-10-21,08:26,Reel,20466,49649,629,22,9,9,2,3.27
POST01275,LinkedIn,2024-07-17,12:27,Carousel,10359,17144,567,10,3,12,2,5.71
POST01276,Facebook,2024-06-10,18:34,Image,8513,16431,473,11,4,7,1,5.81
POST01277,Instagram,2024-01-04,19:04,Video,26665,51724,1145,26,9,23,10,4.51
POST01278,LinkedIn,2024-10-26,18:22,Carousel,29227,40903,947,33,6,14,8,3.42
POST01279,Instagram,2024-09-14,20:38,Reel,89355,166751,5116,218,84,152,5,6.23
POST01280,Facebook,2024-02-14,21:24,Image,34792,42872,1496,23,23,34,2,4.53
POST01281,LinkedIn,2024-07-21,00:30,Image,10367,21442,474,13,2,8,3,4.79
POST01282,Twitter/X,2024-03-21,04:47,Video,11612,18413,818,8,11,14,3,7.33
POST01283,LinkedIn,2024-07-19,17:18,Carousel,20732,29911,1049,32,19,20,3,5.4
POST01284,Instagram,2024-11-20,20:00,Carousel,40727,67051,2447,46,23,71,10,6.35
POST01285,Instagram,2024-10-10,04:07,Reel,25905,64192,1419,14,26,30,6,5.75
POST01286,LinkedIn,2024-01-22,22:25,Image,15742,24478,600,20,6,14,5,4.07
POST01287,LinkedIn,2024-10-02,02:19,Image,17797,41751,924,37,15,21,2,5.6
POST01288,Twitter/X,2024-04-17,23:22,Video,19897,43678,480,7,7,13,3,2.55
POST01289,Instagram,2024-04-18,20:54,Image,48329,60972,2743,52,50,53,8,6.0
POST01290,Twitter/X,2024-09-19,19:14,Image,26843,48196,749,27,6,13,2,2.96
POST01291,Facebook,2024-11-11,06:07,Image,24695,38698,931,44,18,18,7,4.09
POST01292,LinkedIn,2024-04-02,18:54,Image,27318,37844,1920,75,28,24,12,7.49
POST01293,LinkedIn,2024-01-28,17:29,Carousel,10222,15348,233,11,2,4,0,2.45
POST01294,LinkedIn,2024-11-26,09:42,Image,21328,29483,1561,61,11,33,5,7.81
POST01295,Instagram,2024-02-04,19:46,Carousel,31586,75551,2244,68,35,58,12,7.61
POST01296,Instagram,2024-10-24,10:22,Reel,70488,100833,5058,130,25,78,32,7.51
POST01297,LinkedIn,2024-03-06,07:06,Image,19310,47470,757,8,7,7,2,4.03
POST01298,LinkedIn,2024-05-25,06:20,Carousel,6133,10705,483,11,9,13,1,8.41
POST01299,LinkedIn,2024-09-05,19:42,Video,23126,41283,1495,42,12,20,7,6.78
POST01300,LinkedIn,2024-06-05,04:36,Reel,3891,8334,159,3,2,2,1,4.27
POST01301,Facebook,2024-10-17,20:27,Reel,56718,116174,3217,133,28,81,23,6.1
POST01302,Instagram,2024-03-27,19:50,Reel,28320,50645,2063,55,36,44,5,7.76
POST01303,Facebook,2024-04-23,20:27,Video,48242,76513,3255,45,56,76,5,7.11
POST01304,LinkedIn,2024-05-21,04:43,Video,7606,14370,473,9,9,9,4,6.57
POST01305,Facebook,2024-06-18,14:28,Image,27003,56422,1139,31,11,29,2,4.48
POST01306,Twitter/X,2024-07-02,15:35,Video,1713,4127,125,5,1,2,0,7.76
POST01307,Facebook,2024-02-25,22:05,Video,48598,102880,2189,88,23,58,7,4.85
POST01308,Instagram,2024-05-23,04:57,Reel,43192,107191,1124,30,10,31,9,2.77
POST01309,Instagram,2024-10-02,18:46,Image,20025,34246,736,34,11,11,5,3.96
POST01310,LinkedIn,2024-02-08,16:40,Video,10736,15890,857,23,13,11,5,8.42
POST01311,LinkedIn,2024-01-16,18:25,Image,12111,16346,545,11,3,11,4,4.71
POST01312,LinkedIn,2024-10-29,18:35,Image,15943,38680,1010,37,19,26,2,6.85
POST01313,Instagram,2024-05-13,17:30,Story,21448,36851,777,38,7,21,5,3.93
POST01314,Instagram,2024-11-30,11:25,Reel,42874,57538,3298,97,41,73,3,8.18
POST01315,Twitter/X,2024-04-24,18:46,Video,7064,11926,201,7,3,4,0,3.04
POST01316,Instagram,2024-05-28,22:32,Image,54836,89803,1927,63,37,26,3,3.74
POST01317,Instagram,2024-02-16,22:00,Carousel,50002,85545,3554,164,44,77,26,7.68
POST01318,LinkedIn,2024-12-05,22:43,Image,21359,27659,1019,22,14,11,2,4.99
POST01319,Twitter/X,2024-03-25,04:28,Video,18842,40347,1295,48,18,27,11,7.37
POST01320,LinkedIn,2024-03-22,22:42,Image,6538,10697,263,3,1,2,0,4.11
POST01321,Instagram,2024-03-15,15:22,Reel,46557,61934,3038,63,35,35,10,6.81
POST01322,LinkedIn,2024-01-21,21:14,Image,25636,62354,1392,30,17,27,1,5.72
POST01323,Facebook,2024-02-02,19:02,Carousel,8572,14020,615,19,7,17,2,7.68
POST01324,Facebook,2024-12-08,20:24,Carousel,10918,24413,555,8,4,12,2,5.3
POST01325,LinkedIn,2024-08-28,01:02,Carousel,16497,34879,1212,42,23,15,2,7.83
POST01326,LinkedIn,2024-11-28,22:40,Carousel,3395,4985,265,2,4,4,0,8.1
POST01327,Twitter/X,2024-05-20,08:37,Image,2184,3398,52,0,0,0,0,2.38
POST01328,Facebook,2024-10-05,12:41,Video,23055,45161,850,11,6,20,1,3.85
POST01329,Twitter/X,2024-07-12,18:33,Reel,26922,61564,736,31,9,20,6,2.96
POST01330,Instagram,2024-05-08,19:33,Reel,20329,35044,426,18,4,9,0,2.25
POST01331,Instagram,2024-07-26,20:31,Carousel,22164,55373,937,20,16,28,6,4.52
POST01332,LinkedIn,2024-09-03,00:32,Carousel,4841,7731,298,14,1,3,2,6.53
POST01333,LinkedIn,2024-03-12,07:04,Story,13055,16292,433,9,6,8,1,3.49
POST01334,Instagram,2024-09-20,06:09,Video,25590,39729,1966,56,11,48,7,8.13
POST01335,LinkedIn,2024-04-05,22:45,Image,26833,42164,1928,87,10,25,3,7.64
POST01336,Instagram,2024-03-01,13:51,Story,18608,25521,925,13,9,11,6,5.15
POST01337,Twitter/X,2024-06-18,15:43,Story,2924,5785,208,3,3,3,0,7.42
POST01338,Facebook,2024-09-02,18:10,Image,22793,42718,1506,24,24,37,2,6.98
POST01339,Instagram,2024-11-27,00:15,Story,31587,45810,2043,30,13,49,5,6.76
POST01340,Instagram,2024-01-23,22:10,Reel,71254,110927,5182,224,98,99,41,7.86
POST01341,Facebook,2024-03-09,01:57,Video,6462,14592,193,1,1,2,0,3.05
POST01342,Facebook,2024-10-20,19:16,Carousel,8125,12027,357,10,6,9,3,4.7
POST01343,Facebook,2024-04-02,12:38,Carousel,9506,18392,331,9,4,5,0,3.67
POST01344,Instagram,2024-10-15,23:46,Image,18636,41708,1451,23,7,39,4,8.16
POST01345,Instagram,2024-12-04,02:13,Video,36728,76448,1387,45,21,34,9,4.05
POST01346,Twitter/X,2024-08-17,15:55,Carousel,13219,27200,445,11,7,10,3,3.58
POST01347,Facebook,2024-09-03,21:38,Video,33237,49607,1615,24,17,21,6,5.05
POST01348,Facebook,2024-03-14,05:39,Story,5884,11481,303,4,4,7,2,5.4
POST01349,Instagram,2024-12-03,05:46,Carousel,28471,54835,1964,37,19,50,12,7.27
POST01350,Instagram,2024-12-17,21:38,Reel,93210,164725,6281,268,58,105,59,7.2
POST01351,Instagram,2024-10-29,21:24,Image,30694,68802,2035,95,26,24,12,7.1
POST01352,LinkedIn,2024-03-08,19:33,Image,28100,37289,1600,43,18,32,6,6.02
POST01353,Facebook,2024-09-15,04:38,Image,11669,28030,888,21,11,25,8,8.1
POST01354,LinkedIn,2024-02-19,22:38,Video,7856,13071,530,21,9,5,4,7.19
POST01355,Twitter/X,2024-01-20,17:32,Carousel,14571,32366,926,35,14,17,4,6.81
POST01356,Facebook,2024-03-01,19:57,Image,46163,111613,3147,85,45,85,17,7.28
POST01357,Instagram,2024-11-04,00:57,Video,35295,47808,2505,121,48,47,17,7.71
POST01358,Facebook,2024-12-13,16:26,Video,21832,29715,1090,25,10,12,9,5.21
POST01359,LinkedIn,2024-07-08,22:33,Image,25391,47856,654,17,12,19,4,2.76
POST01360,Instagram,2024-08-07,21:50,Image,34188,67839,1100,51,20,32,9,3.52
POST01361,Twitter/X,2024-07-14,22:06,Image,16857,36321,1031,23,7,12,7,6.37
POST01362,Facebook,2024-08-05,21:49,Video,46240,91171,2361,93,40,56,11,5.51
POST01363,Facebook,2024-04-29,02:18,Carousel,39953,69553,1023,30,6,12,3,2.68
POST01364,Twitter/X,2024-11-02,13:16,Carousel,9294,13247,240,5,1,3,1,2.68
POST01365,Instagram,2024-04-06,18:36,Image,37895,86472,2682,99,51,54,24,7.62
POST01366,Twitter/X,2024-09-24,18:24,Carousel,18697,44266,1263,40,14,28,6,7.19
POST01367,Instagram,2024-12-01,20:26,Reel,95302,160558,6718,183,74,70,48,7.39
POST01368,LinkedIn,2024-07-04,21:41,Carousel,11208,13504,582,8,6,12,2,5.42
POST01369,Instagram,2024-10-26,22:27,Carousel,52480,69828,1539,74,8,45,1,3.17
POST01370,Twitter/X,2024-10-16,20:43,Image,17386,35651,431,8,7,8,4,2.61
POST01371,Facebook,2024-07-22,13:35,Carousel,4010,5413,303,12,2,8,1,8.1
POST01372,Instagram,2024-10-12,11:35,Video,9818,23467,390,14,5,10,1,4.27
POST01373,Facebook,2024-10-11,09:36,Carousel,15767,26642,973,19,18,10,9,6.47
POST01374,Instagram,2024-06-25,12:47,Image,42914,64789,3049,98,24,68,12,7.55
POST01375,LinkedIn,2024-03-11,21:07,Video,10865,21659,693,34,10,10,1,6.88
POST01376,Facebook,2024-04-27,22:10,Video,51464,112402,3343,101,57,62,7,6.92
POST01377,Facebook,2024-02-21,21:50,Story,7453,10780,163,6,1,3,1,2.32
POST01378,Twitter/X,2024-06-22,19:44,Image,15496,21598,1200,31,21,16,7,8.18
POST01379,Instagram,2024-12-16,05:24,Carousel,46862,89970,1911,34,32,21,3,4.26
POST01380,Facebook,2024-11-21,18:52,Image,23923,48430,1587,36,25,43,6,7.07
POST01381,Instagram,2024-03-15,19:27,Carousel,11963,24610,531,10,10,13,1,4.71
POST01382,LinkedIn,2024-02-15,19:23,Carousel,9948,17453,309,4,4,4,2,3.23
POST01383,Twitter/X,2024-02-10,23:24,Image,2607,5846,175,7,1,3,1,7.13
POST01384,Twitter/X,2024-07-24,16:18,Image,11338,16943,620,20,5,16,4,5.83
POST01385,Instagram,2024-12-30,01:49,Video,40604,92839,1371,15,23,30,2,3.54
POST01386,Facebook,2024-03-30,14:00,Video,26057,38350,1229,19,23,31,9,5.0
POST01387,LinkedIn,2024-04-13,16:18,Video,22742,31371,1373,46,12,14,2,6.35
POST01388,Facebook,2024-04-09,22:32,Image,27122,46756,2082,41,35,46,9,8.13
POST01389,Instagram,2024-09-21,19:10,Reel,27242,45520,1141,51,6,33,7,4.52
POST01390,LinkedIn,2024-12-11,19:41,Image,29397,53802,774,16,14,16,3,2.79
POST01391,Instagram,2024-01-01,02:17,Reel,10614,21555,734,9,13,10,2,7.22
POST01392,Instagram,2024-07-23,21:25,Story,33700,60140,2303,37,21,54,8,7.17
POST01393,LinkedIn,2024-10-27,18:47,Image,32530,41926,675,31,9,11,2,2.23
POST01394,Facebook,2024-12-26,18:35,Video,47395,89004,3399,100,23,34,24,7.5
POST01395,Facebook,2024-05-25,17:58,Video,48267,64213,1938,48,23,37,6,4.24
POST01396,Twitter/X,2024-10-25,20:14,Video,29709,73391,792,14,9,23,6,2.82
POST01397,Twitter/X,2024-11-06,14:59,Image,16303,20393,1241,17,18,15,11,7.92
POST01398,Facebook,2024-07-25,08:11,Image,38200,46292,2542,91,20,44,2,7.06
POST01399,LinkedIn,2024-07-27,17:04,Image,11909,22977,619,26,12,11,4,5.61
POST01400,Instagram,2024-09-14,18:51,Carousel,23412,30179,705,29,10,15,1,3.24
POST01401,LinkedIn,2024-09-19,17:52,Story,5643,9190,245,9,3,5,1,4.64
POST01402,Facebook,2024-10-21,21:24,Story,23415,40817,878,35,14,13,1,4.01
POST01403,Instagram,2024-10-15,07:48,Reel,55878,138851,2692,54,49,53,17,5.1
POST01404,Instagram,2024-06-22,14:43,Reel,70702,113490,2719,58,32,80,24,4.09
POST01405,Instagram,2024-08-23,00:30,Reel,16338,34890,929,34,9,15,6,6.04
POST01406,Instagram,2024-02-29,21:40,Reel,39925,71807,2971,135,57,82,3,8.13
POST01407,Facebook,2024-04-22,07:51,Image,30990,73932,981,33,19,27,9,3.42
POST01408,Instagram,2024-06-10,11:33,Image,37830,65501,2329,41,45,39,20,6.49
POST01409,Twitter/X,2024-10-01,20:15,Carousel,4132,5795,278,3,2,6,2,6.99
POST01410,Instagram,2024-05-27,20:04,Video,24995,36868,1716,70,12,33,13,7.33
POST01411,Instagram,2024-10-10,15:20,Reel,30936,61602,902,38,9,14,7,3.11
POST01412,Instagram,2024-06-30,22:17,Reel,86478,167621,2587,122,46,70,18,3.27
POST01413,Facebook,2024-04-03,21:59,Image,47433,92324,2373,70,28,33,18,5.28
POST01414,Facebook,2024-04-07,06:15,Story,20274,38589,1574,23,25,19,6,8.09
POST01415,Facebook,2024-05-03,06:14,Carousel,38268,72563,1294,51,16,23,4,3.62
POST01416,Twitter/X,2024-04-13,19:22,Image,19377,28725,1516,74,22,41,4,8.53
POST01417,Twitter/X,2024-03-20,03:58,Image,11223,15104,610,25,6,18,2,5.87
POST01418,Instagram,2024-02-10,21:31,Reel,62768,121878,2921,94,37,79,20,4.99
POST01419,Instagram,2024-11-10,22:02,Image,16660,32169,585,28,7,9,1,3.78
POST01420,Instagram,2024-09-03,20:31,Carousel,50549,120671,1714,25,8,34,17,3.52
POST01421,LinkedIn,2024-10-21,15:11,Image,21905,48812,1053,34,17,22,4,5.14
POST01422,Instagram,2024-09-18,19:48,Reel,81736,201159,6178,258,90,158,30,8.18
POST01423,Facebook,2024-10-22,22:51,Video,31095,59600,1751,66,26,27,6,6.01
POST01424,LinkedIn,2024-08-04,17:02,Image,5194,8760,188,2,3,5,0,3.81
POST01425,Instagram,2024-09-14,19:29,Reel,68352,116982,1630,31,27,42,4,2.53
POST01426,Instagram,2024-03-02,14:20,Image,6299,15683,373,11,6,9,3,6.33
POST01427,Instagram,2024-12-18,19:24,Video,89705,151465,7082,259,137,99,62,8.45
POST01428,Instagram,2024-10-24,20:39,Story,26521,42064,1103,54,18,12,9,4.48
POST01429,Facebook,2024-05-12,20:15,Carousel,30447,69872,1793,46,9,39,1,6.2
POST01430,Instagram,2024-05-17,19:21,Reel,68674,111947,5307,123,71,95,24,8.15
POST01431,Instagram,2024-07-06,21:13,Reel,87200,133573,2210,29,25,63,6,2.67
POST01432,Instagram,2024-08-02,11:23,Image,47844,76468,2306,24,36,42,13,5.03
POST01433,Instagram,2024-07-24,19:36,Story,44620,84345,2720,96,49,59,21,6.55
POST01434,Instagram,2024-03-08,21:14,Reel,37115,82379,2227,102,20,62,4,6.5
POST01435,LinkedIn,2024-02-21,07:35,Video,14437,26778,428,10,2,9,0,3.11
POST01436,Instagram,2024-08-09,06:09,Image,42630,93085,2956,55,26,41,23,7.22
POST01437,Twitter/X,2024-03-17,00:11,Reel,29401,50220,746,26,9,11,3,2.69
POST01438,LinkedIn,2024-08-03,20:33,Carousel,34384,53659,1669,48,18,44,8,5.17
POST01439,Facebook,2024-09-30,15:19,Carousel,34885,77114,1015,17,6,25,7,3.05
POST01440,Twitter/X,2024-05-08,18:03,Video,22296,43463,1615,62,23,34,12,7.78
POST01441,Facebook,2024-07-22,19:03,Image,52939,88217,3964,130,63,78,4,8.0
POST01442,Instagram,2024-04-20,15:53,Reel,62380,88224,1898,82,17,46,11,3.28
POST01443,Twitter/X,2024-11-18,20:16,Image,13718,34151,558,14,4,7,4,4.25
POST01444,Twitter/X,2024-07-03,22:59,Video,35933,45347,850,40,15,22,7,2.58
POST01445,Facebook,2024-05-11,21:07,Image,53460,114111,3879,106,50,111,7,7.76
POST01446,Twitter/X,2024-06-28,19:12,Image,8610,11135,220,7,1,3,1,2.68
POST01447,Instagram,2024-10-22,20:34,Carousel,20244,30762,1290,51,14,18,7,6.78
POST01448,Twitter/X,2024-03-30,09:22,Video,13973,30420,458,17,3,13,2,3.51
POST01449,LinkedIn,2024-06-15,15:49,Image,4860,11113,370,5,4,5,2,7.9
POST01450,LinkedIn,2024-08-16,12:39,Image,9210,13218,624,17,6,8,1,7.11
POST01451,LinkedIn,2024-05-26,04:55,Video,22220,29919,540,21,8,6,3,2.59
POST01452,Instagram,2024-03-26,10:26,Story,24832,46176,1590,23,13,26,4,6.65
POST01453,Facebook,2024-11-19,12:54,Reel,5973,8508,212,6,1,4,1,3.73
POST01454,LinkedIn,2024-02-06,20:14,Carousel,24311,46977,1598,39,21,32,2,6.95
POST01455,Instagram,2024-06-09,20:45,Image,26104,32284,736,12,4,17,6,2.95
POST01456,Facebook,2024-05-16,12:17,Carousel,23193,37642,673,23,7,14,5,3.09
POST01457,Facebook,2024-08-15,11:47,Reel,59988,96105,1781,76,24,39,14,3.2
POST01458,Instagram,2024-10-27,14:26,Video,42095,90605,2392,43,17,29,15,5.89
POST01459,Instagram,2024-03-26,18:08,Image,34977,43620,2764,77,28,43,7,8.33
POST01460,LinkedIn,2024-04-30,23:44,Story,8025,11658,521,10,5,9,1,6.79
POST01461,Facebook,2024-02-10,21:06,Video,42639,54094,2943,126,25,48,15,7.37
POST01462,Facebook,2024-02-18,21:35,Image,21561,28692,944,28,18,12,9,4.65
POST01463,Facebook,2024-01-28,21:33,Image,9051,12589,480,7,6,13,1,5.59
POST01464,LinkedIn,2024-02-12,22:09,Image,10781,21352,280,13,1,6,1,2.78
POST01465,Facebook,2024-02-13,12:19,Image,3205,5515,101,2,1,2,0,3.31
POST01466,Instagram,2024-04-27,20:28,Reel,45141,110317,1319,38,17,26,10,3.1
POST01467,LinkedIn,2024-11-16,22:53,Image,5815,9504,188,7,2,3,0,3.44
POST01468,Instagram,2024-03-28,20:55,Story,50673,112263,1438,63,15,35,8,3.06
POST01469,LinkedIn,2024-06-15,14:55,Video,21270,49911,899,11,17,16,5,4.43
POST01470,LinkedIn,2024-10-03,17:28,Video,24545,38901,1229,54,20,35,2,5.45
POST01471,Instagram,2024-03-10,22:34,Image,69088,153286,4117,126,30,121,18,6.36
POST01472,Instagram,2024-03-31,14:40,Reel,40324,69107,1613,37,12,43,3,4.23
POST01473,Twitter/X,2024-11-21,13:33,Image,6943,15469,381,14,3,8,1,5.85
POST01474,Facebook,2024-11-23,09:58,Carousel,26897,49753,1163,40,6,23,10,4.58
POST01475,Instagram,2024-06-26,07:51,Reel,65959,115898,2737,75,35,61,22,4.41
POST01476,Facebook,2024-02-15,11:26,Carousel,21075,34563,1253,48,16,13,3,6.31
POST01477,Instagram,2024-05-13,18:00,Video,45525,101802,2772,50,18,73,20,6.4
POST01478,Facebook,2024-09-24,04:22,Image,5787,7180,157,3,1,1,0,2.8
POST01479,LinkedIn,2024-05-26,00:44,Video,29355,73318,593,6,10,8,0,2.1
POST01480,Instagram,2024-09-08,15:19,Reel,45903,113027,3351,160,22,91,7,7.89
POST01481,Facebook,2024-01-05,09:38,Carousel,22192,28143,834,39,6,9,4,4.0
POST01482,Twitter/X,2024-04-28,17:23,Image,10409,12573,498,5,9,10,0,5.01
POST01483,Instagram,2024-04-06,17:27,Reel,25981,36422,572,28,6,12,3,2.38
POST01484,LinkedIn,2024-07-21,21:53,Carousel,10493,12729,643,31,12,8,1,6.61
POST01485,Facebook,2024-07-12,18:27,Reel,74043,128772,1641,37,26,47,5,2.36
POST01486,Instagram,2024-11-16,22:51,Reel,81526,189705,6293,232,83,63,8,8.18
POST01487,Instagram,2024-12-21,09:41,Video,47171,75304,1962,52,12,21,13,4.34
POST01488,Facebook,2024-09-29,13:12,Video,30860,54190,1804,86,31,33,12,6.33
POST01489,Instagram,2024-02-05,20:07,Reel,56012,115179,1626,76,21,26,3,3.12
POST01490,Facebook,2024-11-22,14:17,Carousel,12275,15248,850,17,14,13,2,7.28
POST01491,Twitter/X,2024-12-24,06:20,Video,6975,13901,374,17,5,6,3,5.76
POST01492,Instagram,2024-01-10,22:01,Reel,47532,73836,3743,77,57,56,15,8.27
POST01493,Instagram,2024-04-05,09:17,Carousel,22661,47869,762,7,7,22,5,3.52
POST01494,Facebook,2024-03-05,23:00,Image,32715,46481,862,39,17,11,1,2.84
POST01495,Instagram,2024-04-29,18:31,Reel,33219,58373,2307,93,24,49,19,7.44
POST01496,Instagram,2024-04-21,20:50,Carousel,64450,80026,1465,34,9,28,11,2.38
POST01497,Facebook,2024-09-12,14:44,Image,39450,95160,1136,42,21,22,4,3.1
POST01498,Instagram,2024-01-17,19:03,Carousel,37317,78900,1199,44,9,26,5,3.42
POST01499,LinkedIn,2024-05-16,02:34,Story,15888,26364,1088,21,12,21,4,7.19
POST01500,Twitter/X,2024-08-28,20:52,Reel,25478,47482,753,18,11,21,6,3.15
POST01501,Instagram,2024-07-14,03:49,Reel,15619,23645,370,6,2,10,0,2.48
POST01502,Facebook,2024-12-31,21:15,Reel,23515,34503,1238,52,16,34,1,5.7
POST01503,Facebook,2024-01-18,18:33,Reel,25002,57090,1588,66,14,28,10,6.78
POST01504,Facebook,2024-12-06,15:24,Story,22634,29903,515,7,4,10,4,2.37
POST01505,Instagram,2024-12-14,10:10,Story,25821,63173,1814,44,11,38,10,7.39
POST01506,LinkedIn,2024-11-18,23:59,Story,6695,9366,432,10,5,5,1,6.75
POST01507,Facebook,2024-10-08,08:30,Image,8171,12139,482,22,3,6,4,6.28
POST01508,Facebook,2024-11-22,20:56,Image,44678,80478,1733,63,30,29,8,4.15
POST01509,Twitter/X,2024-01-27,06:07,Carousel,12145,14666,525,11,7,7,1,4.53
POST01510,Twitter/X,2024-04-30,10:00,Video,4665,5747,282,13,2,6,2,6.5
POST01511,Twitter/X,2024-03-26,18:07,Image,6951,14685,441,16,4,5,2,6.7
POST01512,Facebook,2024-07-21,00:02,Carousel,8983,15817,648,29,11,7,6,7.74
POST01513,Instagram,2024-10-24,15:44,Image,13301,21588,799,30,10,23,0,6.48
POST01514,LinkedIn,2024-11-01,18:15,Story,27216,47957,1592,77,11,29,13,6.28
POST01515,Twitter/X,2024-03-21,21:39,Video,27203,47543,1937,79,11,43,6,7.61
POST01516,Facebook,2024-06-22,20:03,Story,18608,22864,1002,39,11,28,8,5.8
POST01517,Facebook,2024-01-31,19:44,Image,19219,28557,1504,58,15,17,8,8.29
POST01518,Instagram,2024-10-01,04:31,Reel,37734,56790,1348,51,10,25,1,3.8
POST01519,Instagram,2024-04-29,22:50,Reel,99111,142970,5766,173,37,80,30,6.11
POST01520,Twitter/X,2024-11-26,14:46,Video,7945,12430,480,22,4,7,2,6.46
POST01521,Instagram,2024-04-08,21:22,Reel,25230,61793,781,17,9,21,3,3.28
POST01522,LinkedIn,2024-03-09,18:31,Carousel,24074,57720,923,18,9,10,7,3.99
POST01523,Twitter/X,2024-12-27,09:34,Carousel,4090,6478,130,3,1,2,1,3.33
POST01524,Twitter/X,2024-12-22,18:11,Image,13963,29909,309,15,5,4,1,2.38
POST01525,Facebook,2024-10-05,21:17,Video,68826,85468,5075,183,81,51,33,7.83
POST01526,Facebook,2024-11-02,17:10,Video,18374,35326,1312,25,22,17,10,7.49
POST01527,Twitter/X,2024-02-05,14:18,Image,9481,13358,606,16,7,9,3,6.73
POST01528,Instagram,2024-05-14,14:00,Reel,15546,33482,652,17,8,18,4,4.47
POST01529,Facebook,2024-11-22,23:11,Carousel,22337,38729,821,28,12,15,4,3.92
POST01530,LinkedIn,2024-01-10,11:49,Carousel,13301,19145,936,13,7,10,2,7.26
POST01531,Twitter/X,2024-11-13,18:42,Video,20678,43690,1005,22,9,24,3,5.13
POST01532,LinkedIn,2024-10-02,06:33,Image,8409,13878,558,11,5,6,5,6.9
POST01533,Instagram,2024-12-15,17:09,Reel,45739,66914,1979,58,18,50,8,4.6
POST01534,LinkedIn,2024-11-09,21:41,Image,21712,26281,1422,49,24,27,11,7.01
POST01535,Facebook,2024-06-13,22:42,Image,14228,33597,431,11,7,4,0,3.18
POST01536,Twitter/X,2024-02-04,19:11,Image,19658,24292,469,18,4,7,1,2.53
POST01537,Facebook,2024-01-17,21:12,Image,36318,55410,1453,41,7,17,10,4.18
POST01538,Facebook,2024-02-20,21:42,Carousel,6449,8026,509,22,6,6,1,8.42
POST01539,Instagram,2024-09-07,22:37,Video,65357,115608,4664,77,41,88,34,7.45
POST01540,Facebook,2024-05-11,19:38,Story,28107,63502,2126,81,18,42,2,8.07
POST01541,Facebook,2024-02-06,19:41,Reel,81363,196018,4982,113,39,134,13,6.47
POST01542,Instagram,2024-09-08,02:29,Video,40060,76697,1923,90,17,29,9,5.14
POST01543,Instagram,2024-11-23,22:47,Image,56471,117020,3505,52,63,39,13,6.48
POST01544,Twitter/X,2024-07-31,22:03,Video,25111,40016,1196,24,12,31,10,5.03
POST01545,Instagram,2024-11-11,18:46,Reel,100381,127474,7574,276,138,184,16,8.14
POST01546,Twitter/X,2024-02-06,02:13,Carousel,1897,3132,99,4,0,2,0,5.54
POST01547,Instagram,2024-09-22,19:34,Carousel,20836,25913,912,30,14,14,4,4.66
POST01548,LinkedIn,2024-07-16,22:42,Story,18501,28287,1413,36,22,31,5,8.12
POST01549,LinkedIn,2024-05-07,05:35,Carousel,21266,53031,936,33,17,17,7,4.72
POST01550,Twitter/X,2024-10-12,03:49,Video,22291,54109,672,6,5,9,3,3.1
POST01551,Twitter/X,2024-11-22,21:29,Carousel,5219,6977,318,10,3,3,2,6.4
POST01552,Facebook,2024-12-25,03:10,Image,23069,42426,486,7,5,11,1,2.21
POST01553,Facebook,2024-04-02,16:21,Reel,37887,61524,1061,31,17,12,5,2.96
POST01554,Instagram,2024-12-02,22:28,Image,67382,155627,3727,167,62,87,24,6.0
POST01555,Instagram,2024-06-29,17:20,Carousel,17552,23809,502,18,7,13,3,3.08
POST01556,Facebook,2024-07-09,20:27,Reel,64637,134201,1697,47,21,29,4,2.78
POST01557,Facebook,2024-06-14,18:34,Video,33555,82501,961,43,8,20,5,3.08
POST01558,Facebook,2024-04-19,22:59,Carousel,34027,49759,824,33,7,18,5,2.59
POST01559,Facebook,2024-05-10,21:28,Carousel,53615,82070,1304,51,21,39,11,2.64
